Time Bucket (Europe/Budapest),Hauptverteiler_1 (kWatts),Hauptverteiler_2 (kWatts),Hauptverteiler_3 (kWatts),Garage 1 (kWatts),Garage 2 (kWatts),Garage 3 (kWatts),UV 1 (kWatts),UV 2 (kWatts),UV 3 (kWatts),Mikrowelle (71) (kWatts),Arbeitszimmer (17) (kWatts),Sina (23) (kWatts),Malte (22) (kWatts),Studio (20) (kWatts),Lüftung (31) (kWatts),Geschirrspüler (38) (kWatts),Heizung (32) (kWatts),Backofen (kWatts),Kühltruhe (kWatts)
07/07/2022 16:37:00,0.2323,0.0469,0.1205,0.0013,0.0067,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 16:38:00,0.2322,0.0469,0.1207,0.0009,0.0070,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 16:39:00,0.2319,0.0469,0.1209,0.0014,0.0067,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 16:40:00,0.2315,0.0466,0.1217,0.0005,0.0070,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 16:41:00,0.2315,0.0467,0.1211,0.0012,0.0067,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 16:42:00,0.2316,0.0473,0.1200,0.0012,0.0070,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 16:43:00,0.2315,0.0472,0.1191,0.0013,0.0064,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 16:44:00,0.2318,0.0466,0.1222,0.0010,0.0076,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 16:45:00,0.2314,0.0465,0.1199,0.0014,0.0067,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 16:46:00,0.2311,0.0471,0.1186,0.0014,0.0071,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 16:47:00,0.2300,0.0465,0.1196,0.0009,0.0065,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 16:48:00,0.0393,0.0459,0.1205,0.0010,0.0069,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 16:49:00,0.0399,0.0464,0.1199,0.0011,0.0067,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 16:50:00,0.0668,0.0471,0.1190,0.0016,0.0064,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0279
07/07/2022 16:51:00,0.0916,0.0462,0.1203,0.0013,0.0068,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0561
07/07/2022 16:52:00,0.0908,0.0463,0.1196,0.0012,0.0072,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0552
07/07/2022 16:53:00,0.0908,0.0458,0.1198,0.0015,0.0071,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0555
07/07/2022 16:54:00,0.0917,0.0462,0.1204,0.0014,0.0070,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0560
07/07/2022 16:55:00,0.0918,0.0462,0.1199,0.0015,0.0067,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0562
07/07/2022 16:56:00,0.0915,0.0461,0.1192,0.0011,0.0072,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0558
07/07/2022 16:57:00,0.0911,0.0461,0.1195,0.0007,0.0068,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0555
07/07/2022 16:58:00,0.0903,0.0460,0.1187,0.0012,0.0069,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0554
07/07/2022 16:59:00,0.0888,0.0458,0.1186,0.0013,0.0066,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0529
07/07/2022 17:00:00,0.0403,0.0483,0.1195,0.0010,0.0070,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:01:00,0.0399,0.0480,0.1189,0.0012,0.0067,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:02:00,0.0400,0.0485,0.1183,0.0011,0.0071,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:03:00,0.0402,0.0480,0.1197,0.0012,0.0066,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:04:00,0.0630,0.0484,0.1186,0.0011,0.0311,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:05:00,0.1775,0.0492,0.1188,0.0011,0.1497,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:06:00,0.1583,0.0555,0.1206,0.0013,0.1300,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:07:00,0.2424,0.0554,0.1218,0.0012,0.1291,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:08:00,0.2304,0.0556,0.1229,0.0010,0.1286,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:09:00,0.2325,0.0560,0.1187,0.0012,0.1278,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:10:00,0.2358,0.0556,0.1101,0.0009,0.1278,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:11:00,0.2368,0.0557,0.0778,0.0014,0.1274,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:12:00,0.2374,0.0561,0.0761,0.0011,0.1276,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:13:00,0.2371,0.0555,0.0770,0.0011,0.1272,0.0096,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:14:00,0.1940,0.0466,0.0772,0.0013,0.0864,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:15:00,0.1060,0.0515,0.0772,0.0014,0.0024,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:16:00,0.1020,0.0550,0.0774,0.0012,0.0025,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:17:00,0.0993,0.0552,0.0769,0.0016,0.0020,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:18:00,0.1488,0.0559,0.0770,0.0016,0.0555,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:19:00,0.2166,0.0549,0.0764,0.0013,0.1283,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:20:00,0.2241,0.0555,0.0739,0.0008,0.1279,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:21:00,0.1998,0.0466,0.0735,0.0012,0.0939,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:22:00,0.1123,0.0458,0.0722,0.0012,0.0027,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:23:00,0.1799,0.0462,0.0739,0.0013,0.0026,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0677
07/07/2022 17:24:00,0.1683,0.0465,0.0731,0.0014,0.0028,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0555
07/07/2022 17:25:00,0.1673,0.0464,0.0744,0.0011,0.0026,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0556
07/07/2022 17:26:00,0.1808,0.0461,0.0737,0.0009,0.0028,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0564
07/07/2022 17:27:00,0.1855,0.0464,0.0747,0.0009,0.0023,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0570
07/07/2022 17:28:00,0.1941,0.0486,0.0755,0.0007,0.0140,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0568
07/07/2022 17:29:00,0.3580,0.0557,0.0739,0.0018,0.1814,0.0096,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0562
07/07/2022 17:30:00,0.3151,0.0575,0.0750,0.0008,0.1392,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0555
07/07/2022 17:31:00,0.3134,0.0582,0.0741,0.0005,0.1383,0.0097,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0553
07/07/2022 17:32:00,0.2238,0.0622,0.0733,0.0010,0.0784,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0301
07/07/2022 17:33:00,0.1275,0.0619,0.0735,0.0010,0.0069,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:34:00,0.1270,0.0623,0.0745,0.0011,0.0065,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:35:00,0.1305,0.1051,0.0744,0.0015,0.0117,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:36:00,0.2599,0.1056,0.0726,0.0015,0.1425,0.0096,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:37:00,0.3146,0.1099,0.0752,0.0010,0.1283,0.0096,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:38:00,0.3647,0.1028,0.0747,0.0011,0.1279,0.0096,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:39:00,0.3639,0.0975,0.0754,0.0008,0.1279,0.0098,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:40:00,0.2547,0.0936,0.0763,0.0008,0.0170,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:41:00,0.2405,0.0930,0.0765,0.0014,0.0032,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:42:00,0.2400,0.0933,0.0771,0.0011,0.0025,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:43:00,0.2401,0.0929,0.0764,0.0013,0.0027,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:44:00,0.2397,0.0931,0.0769,0.0009,0.0026,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:45:00,0.2580,0.1000,0.0822,0.0010,0.0021,0.0101,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:46:00,0.2216,0.0859,0.0702,0.0008,0.0024,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:47:00,0.2386,0.0992,0.0776,0.0011,0.0027,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:48:00,0.2396,0.1028,0.0771,0.0010,0.0025,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0001
07/07/2022 17:49:00,0.2390,0.1006,0.0766,0.0014,0.0031,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:50:00,0.2384,0.0930,0.0761,0.0011,0.0023,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:51:00,0.2384,0.0947,0.0765,0.0007,0.0024,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 17:52:00,0.3022,0.1028,0.0777,0.0015,0.0023,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0645
07/07/2022 17:53:00,0.2936,0.1027,0.0762,0.0012,0.0031,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0567
07/07/2022 17:54:00,0.2342,0.0954,0.0759,0.0012,0.0024,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0568
07/07/2022 17:55:00,0.2186,0.0927,0.0761,0.0005,0.0028,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0575
07/07/2022 17:56:00,0.2189,0.0976,0.0772,0.0007,0.0026,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0576
07/07/2022 17:57:00,0.2184,0.1022,0.0769,0.0008,0.0029,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0573
07/07/2022 17:58:00,0.2184,0.1023,0.0761,0.0009,0.0025,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0568
07/07/2022 17:59:00,0.2177,0.0954,0.0763,0.0014,0.0030,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0570
07/07/2022 18:00:00,0.2175,0.1045,0.0780,0.0011,0.0031,0.0095,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0565
07/07/2022 18:01:00,0.2158,0.1044,0.0756,0.0020,0.0034,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0562
07/07/2022 18:02:00,0.1711,0.0985,0.0757,0.0013,0.0028,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0125
07/07/2022 18:03:00,0.1587,0.0960,0.0756,0.0011,0.0024,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:04:00,0.1594,0.0961,0.0760,0.0009,0.0024,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:05:00,0.2790,0.1027,0.0778,0.0011,0.1250,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0001,0.0000
07/07/2022 18:06:00,0.2830,0.1022,0.0756,0.0006,0.1291,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:07:00,0.2830,0.0986,0.0816,0.0010,0.1286,0.0096,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:08:00,0.1821,0.0928,0.1070,0.0009,0.0257,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:09:00,0.1586,0.0931,0.1064,0.0013,0.0018,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:10:00,0.1595,0.0936,0.1079,0.0011,0.0022,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:11:00,0.1597,0.0939,0.1312,0.0015,0.0032,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:12:00,0.1593,0.0937,0.1901,0.0012,0.0024,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:13:00,0.1593,0.0937,0.1938,0.0008,0.0026,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:14:00,0.1590,0.0938,0.1958,0.0010,0.0023,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:15:00,0.1587,0.0934,0.1928,0.0006,0.0031,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:16:00,0.1591,0.0935,0.1858,0.0009,0.0024,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:17:00,0.1590,0.0936,0.1947,0.0010,0.0031,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:18:00,0.1597,0.0929,0.1926,0.0009,0.0026,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:19:00,0.2267,0.0929,0.1810,0.0007,0.0028,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:20:00,0.2411,0.0934,0.1852,0.0010,0.0023,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:21:00,0.2946,0.0941,0.1865,0.0010,0.0020,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0565
07/07/2022 18:22:00,0.2939,0.0938,0.1691,0.0011,0.0020,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0561
07/07/2022 18:23:00,0.2937,0.0934,0.1636,0.0007,0.0016,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0565
07/07/2022 18:24:00,0.2939,0.0935,0.1626,0.0007,0.0023,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0569
07/07/2022 18:25:00,0.2945,0.0938,0.1644,0.0012,0.0024,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0578
07/07/2022 18:26:00,0.2932,0.0939,0.1634,0.0008,0.0021,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0575
07/07/2022 18:27:00,0.2921,0.0942,0.1607,0.0008,0.0026,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0570
07/07/2022 18:28:00,0.2918,0.0938,0.1631,0.0010,0.0031,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0566
07/07/2022 18:29:00,0.2917,0.0936,0.1604,0.0013,0.0025,0.0094,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0562
07/07/2022 18:30:00,0.2907,0.0951,0.1601,0.0011,0.0019,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0555
07/07/2022 18:31:00,0.2397,0.0956,0.1625,0.0010,0.0024,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0040
07/07/2022 18:32:00,0.2355,0.0957,0.1601,0.0009,0.0023,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:33:00,0.2353,0.0961,0.1590,0.0008,0.0025,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:34:00,0.2354,0.0957,0.1590,0.0005,0.0024,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:35:00,0.2346,0.0947,0.1587,0.0008,0.0024,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:36:00,0.2342,0.0940,0.1584,0.0008,0.0029,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:37:00,0.1783,0.0943,0.1617,0.0005,0.0030,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:38:00,0.1596,0.0943,0.1552,0.0012,0.0020,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:39:00,0.1595,0.0939,0.1543,0.0010,0.0027,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:40:00,0.1593,0.0935,0.1579,0.0009,0.0021,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:41:00,0.1599,0.0948,0.1673,0.0008,0.0022,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:42:00,0.1595,0.0935,0.3809,0.0012,0.0022,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:43:00,0.1595,0.0931,0.3704,0.0009,0.0026,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:44:00,0.1592,0.0942,0.1740,0.0008,0.0024,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:45:00,0.1589,0.0944,0.1612,0.0011,0.0026,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:46:00,0.1590,0.0938,0.1598,0.0002,0.0022,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:47:00,0.1589,0.0944,0.1612,0.0010,0.0024,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:48:00,0.1593,0.0945,0.1604,0.0009,0.0024,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:49:00,0.1590,0.0941,0.1635,0.0007,0.0025,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:50:00,0.1592,0.0940,0.1613,0.0009,0.0021,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:51:00,0.1590,0.0934,0.1604,0.0011,0.0028,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:52:00,0.1597,0.0939,0.1670,0.0009,0.0022,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/07/2022 18:53:00,0.2072,0.0943,0.1671,0.0008,0.0032,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0487
07/07/2022 18:54:00,0.3034,0.0942,0.1685,0.0009,0.0027,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0559
07/07/2022 18:55:00,0.3188,0.0950,0.1679,0.0009,0.0031,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0566
07/07/2022 18:56:00,0.3182,0.0949,0.1700,0.0013,0.0032,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0568
07/07/2022 18:57:00,0.3186,0.0946,0.1647,0.0011,0.0026,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0574
